hu_ngram,n,count,en_word,en_pron,cost
pénʃ,1,0,pence,p ɛ n s,0.5
lek,1,0,like,l aɪ k,0.6666666666666666
ve + T,2,0,eh,ɛ,0.6666666666666666
ve + T + em,3,0,m,ɛ m,0.6
előre,1,0,l,ɛ l,0.6
ember + i,2,0,embedded,ɛ m b ɛ d ɪ d,0.5
hi,1,0,he,h i,0.0
hi + T,2,0,he,h i,0.3333333333333333
kap + čol,2,0,call,k ɔ l,0.625
kap + čol + ad,3,0,called,k ɔ l d,0.6
čol,1,0,tall,t ɔ l,0.4
čol + ad,2,0,tall,t ɔ l,0.5714285714285714
ad + ban,2,0,been,b ɪ n,0.8
lát + ható,2,0,lot,l ɑ t,0.8571428571428571
ható,1,0,hit,h ɪ t,0.75
mond + ani,2,0,monday,m ʌ n d i,0.5714285714285714
ani,1,0,knee,n i,0.3333333333333333
ʃ,1,0,so,s oʊ,1.0
ʃá,1,0,so,s oʊ,1.0
ʃá + m,2,0,some,s ʌ m,0.6666666666666666
dolg,1,0,all,ɔ l,0.5
dolg + ok,2,0,all,ɔ l,0.6666666666666666
eL + en,2,0,n,ɛ n,0.5
ismer,1,0,im,ɪ m,0.6
ismer + t,2,0,met,m ɛ t,0.5
lek + tö,2,0,let,l ɛ t,0.4
meg + jelen,2,0,men,m ɛ n,0.625
tér,1,0,to,t u,1.0
jelent,1,0,lent,l ɛ n t,0.3333333333333333
laS,1,0,all,ɔ l,1.0
mag + ad,2,0,made,m eɪ d,0.8
mek,1,0,make,m eɪ k,0.6666666666666666
mek + hal,2,0,mel,m ɛ l,0.5
hal,1,0,whole,h oʊ l,0.6666666666666666
hal + t,2,0,halt,h ɔ l t,0.5
reŋ,1,0,ng,ɛ ŋ,0.3333333333333333
reŋ + get,2,0,et,ɛ t,0.6666666666666666
get,1,0,et,ɛ t,0.3333333333333333
get + eg,2,0,et,ɛ t,0.6
vezet,1,0,vet,v ɛ t,0.4
vezet + ő,2,0,vet,v ɛ t,0.5
ij,1,0,e,i,0.5
leɦ,1,0,let,l ɛ t,0.6666666666666666
eČ,1,0,et,ɛ t,0.5
eČ + ég,2,0,et,ɛ t,0.6666666666666666
eČ + ég + es,3,0,et,ɛ t,0.75
ég + es,2,0,eh,ɛ,0.75
lát + om,2,0,law,l ɔ,0.6
május,1,0,you,j u,0.6
működ,1,0,code,k oʊ d,0.44000000000000006
ter,1,0,tell,t ɛ l,0.6666666666666666
ter + méʃ,2,0,'s,ɛ s,0.6666666666666666
ter + méʃ + et,3,0,test,t ɛ s t,0.5
méʃ,1,0,miss,m ɪ s,0.6666666666666666
méʃ + et,2,0,set,s ɛ t,0.4
et + es,2,0,et,ɛ t,0.5
et + es + en,3,0,ten,t ɛ n,0.5
tiʃta,1,0,east,i s t,0.4
tűn,1,0,turn,t ɝ n,0.6666666666666666
tűn + ik,2,0,nick,n ɪ k,0.4
ír,1,0,a,ʌ,1.5
ír + t,2,0,to,t u,1.0
al + kal,2,0,like,l aɪ k,0.8
al + kal + om,3,0,claw,k l ɔ,0.5714285714285714
kal + om,2,0,claw,k l ɔ,0.4
om + mal,2,0,all,ɔ l,0.6
mal,1,0,male,m eɪ l,0.6666666666666666
eǧetem,1,0,jet,dʒ ɛ t,0.5
előz,1,0,l,ɛ l,0.5
előz + ő,2,0,l,ɛ l,0.6
mek + felel,2,0,fell,f ɛ l,0.625
mek + felel + ő,3,0,fell,f ɛ l,0.6666666666666666
felel,1,0,fell,f ɛ l,0.4
felel + ő,2,0,fell,f ɛ l,0.5
mej + ek,2,0,make,m eɪ k,0.8
nap + i,2,0,p,p i,0.5
nő + k,2,0,neck,n ɛ k,0.6666666666666666
pénz,1,0,pains,p eɪ n z,0.5
biz,1,0,bees,b i z,0.0
biz + oɲ,2,0,bees,b i z,0.4
biz + oɲ + os,3,0,bees,b i z,0.5714285714285714
oɲ,1,0,aw,ɔ,0.5
oɲ + os,2,0,aw,ɔ,0.75
köƝ,1,0,co,k oʊ,0.39999999999999997
ɲer,1,0,eh,ɛ,0.6666666666666666
ɲer + t,2,0,et,ɛ t,0.5
pol,1,0,paul,p ɔ l,0.0
pol + it,2,0,paul,p ɔ l,0.4
pol + it + ik,3,0,pity,p ɪ t i,0.42857142857142855
it,1,0,it,ɪ t,0.0
it + ik,2,0,tick,t ɪ k,0.25
it + ik + aji,3,0,tricky,t ɹ ɪ k i,0.5714285714285714
vaj,1,0,view,v j u,0.6666666666666666
víz,1,0,vows,v aʊ z,0.6666666666666666
út + on,2,0,torn,t ɔ ɹ n,0.5
čod,1,0,shaw,ʃ ɔ,0.6
čod + ál,2,0,tall,t ɔ l,0.5714285714285714
ál + at,2,0,lot,l ɑ t,0.75
at + os,2,0,talk,t ɔ k,0.75
hüje,1,0,heh,h ɛ,0.5
Bi,1,0,e,i,0.5
kép + ek,2,0,spec,s p ɛ k,0.6
ǧárt,1,0,jet,dʒ ɛ t,0.75
nov,1,0,nor,n ɔ ɹ,0.6666666666666666
nov + em,2,0,m,ɛ m,0.6
nov + em + ber,3,0,november,n oʊ v ɛ m b ɝ,0.625
em + ber,2,0,m,ɛ m,0.6
utóBi,1,0,t,t i,0.6
viC,1,0,it,ɪ t,0.6
viC + es,2,0,it,ɪ t,0.7142857142857143
zöld,1,0,old,oʊ l d,0.3
araɲ,1,0,a,ʌ,1.25
ǧer,1,0,jeff,dʒ ɛ f,0.6666666666666666
ǧörǧ,1,0,joe,dʒ oʊ,0.55
külön,1,0,clone,k l oʊ n,0.24
meleg,1,0,mel,m ɛ l,0.4
tíz,1,0,ties,t aɪ z,0.6666666666666666
ál + t,2,0,lot,l ɑ t,0.6666666666666666
éj,1,0,you,j u,1.0
ér + dek,2,0,deck,d ɛ k,0.4
ér + dek + el,3,0,deck,d ɛ k,0.5714285714285714
dek,1,0,deck,d ɛ k,0.0
dek + el,2,0,deck,d ɛ k,0.4
úr,1,0,a,ʌ,1.5
díj,1,0,you,j u,1.0
díj + at,2,0,yet,j ɛ t,0.8
nél,1,0,nail,n eɪ l,0.6666666666666666
jelent + ő,2,0,lent,l ɛ n t,0.42857142857142855
jelent + ő + s,3,0,lent,l ɛ n t,0.5
ő + s,2,0,sh,ʃ,0.5
prog,1,0,paul,p ɔ l,0.75
prog + ram,2,0,om,ɔ m,0.7142857142857143
ram,1,0,mm,m,0.6666666666666666
segít,1,0,et,ɛ t,0.6
tartoz,1,0,talk,t ɔ k,0.8333333333333334
teʃ,1,0,'s,ɛ s,0.3333333333333333
beteg,1,0,bet,b ɛ t,0.4
keméɲ,1,0,m,ɛ m,0.6
külső,1,0,clash,k l æ ʃ,0.6
láC,1,0,lot,l ɑ t,0.8
prob,1,0,paul,p ɔ l,0.75
tart,1,0,taught,t ɔ t,0.75
tart + oT,2,0,talk,t ɔ k,0.8333333333333334
nál,1,0,nail,n eɪ l,0.6666666666666666
dolg + oz,2,0,laws,l ɔ z,0.5
oz + ni,2,0,z,z i,0.5
elnök,1,0,l,ɛ l,0.6
elnök + e,2,0,l,ɛ l,0.6666666666666666
kevé,1,0,ev,ɛ v,0.5
kevé + s,2,0,ev,ɛ v,0.6
ʃükség,1,0,ask,æ s k,0.8333333333333334
ʃükség + es,2,0,scare,s k ɛ ɹ,0.75
tör,1,0,toe,t oʊ,0.39999999999999997
tör + tén,2,0,tone,t oʊ n,0.5333333333333333
tör + tén + et,3,0,net,n ɛ t,0.625
tén,1,0,turn,t ɝ n,0.6666666666666666
tén + et,2,0,net,n ɛ t,0.4
örül,1,0,ol',oʊ l,0.55
ök,1,0,oak,oʊ k,0.1
činál,1,0,till,t ɪ l,0.5714285714285714
ele,1,0,l,ɛ l,0.3333333333333333
ele + jé,2,0,l,ɛ l,0.6
jé,1,0,you,j u,1.0
jé + n,2,0,yen,j ɛ n,0.6666666666666666
finom,1,0,finn,f ɪ n,0.4
foj,1,0,for,f ɔ ɹ,0.6666666666666666
foj + am,2,0,form,f ɔ ɹ m,0.6
foj + am + at,3,0,fought,f ɔ t,0.5714285714285714
am + at,2,0,might,m aɪ t,0.75
at + os + an,3,0,torn,t ɔ ɹ n,0.6666666666666666
á + ból,2,0,bill,b ɪ l,0.75
ból,1,0,bill,b ɪ l,0.6666666666666666
iɲ,1,0,e,i,0.5
január,1,0,you,j u,0.6666666666666666
jöv,1,0,yo,j oʊ,0.39999999999999997
jöv + ő,2,0,yo,j oʊ,0.55
kér,1,0,co,k oʊ,1.0
maǧar + ok,2,0,jaw,dʒ ɔ,0.7142857142857143
sport,1,0,short,ʃ ɔ ɹ t,0.6
ʃab,1,0,sub,s ʌ b,0.6666666666666666
autó,1,0,put,p ʊ t,0.75
eset,1,0,et,ɛ t,0.5
eset + é,2,0,et,ɛ t,0.6
föld,1,0,fold,f oʊ l d,0.05
haʃnál,1,0,snail,s n eɪ l,0.6666666666666666
haʃnál + t,2,0,sent,s ɛ n t,0.7142857142857143
hej + es,2,0,heh,h ɛ,0.6
tel,1,0,tell,t ɛ l,0.0
tel + en,2,0,tell,t ɛ l,0.4
kül + ön,2,0,clone,k l oʊ n,0.24
kül + ön + ös,3,0,clone,k l oʊ n,0.4571428571428572
ön + ös,2,0,no,n oʊ,0.55
ös + en,2,0,n,ɛ n,0.5
nap + ja,2,0,nope,n oʊ p,0.8
ném,1,0,name,n eɪ m,0.6666666666666666
ʃámít,1,0,some,s ʌ m,0.8
tov,1,0,talk,t ɔ k,0.6666666666666666
tut + t,2,0,to,t u,0.5
t + a,2,0,to,t u,1.0
törvéɲ,1,0,toe,t oʊ,0.7000000000000001
édes,1,0,death,d ɛ θ,0.75
élet + em,2,0,let,l ɛ t,0.5
él + ni,2,0,lee,l i,0.5
é + ben,2,0,ben,b ɛ n,0.25
ad + ni,2,0,d,d i,0.5
eǧmás,1,0,m,ɛ m,0.6
for,1,0,for,f ɔ ɹ,0.6666666666666666
hejzet,1,0,yet,j ɛ t,0.5
háɲ,1,0,he,h i,1.0
jár + t,2,0,yet,j ɛ t,0.75
kul,1,0,cool,k u l,0.0
tur,1,0,to,t u,0.3333333333333333
tur + ál,2,0,tool,t u l,0.4
tur + ál + is,3,0,truly,t ɹ u l i,0.5714285714285714
ál + is,2,0,lee,l i,0.5
mik,1,0,mc,m ɪ k,0.0
öz,1,0,owes,oʊ z,0.1
mögöT,1,0,mo,m oʊ,0.64
ren,1,0,n,ɛ n,0.3333333333333333
ren + del,2,0,end,ɛ n d,0.5
ren + del + et,3,0,dealt,d ɛ l t,0.5
del,1,0,del,d ɛ l,0.0
del + et,2,0,dealt,d ɛ l t,0.2
réʃ + é,2,0,so,s oʊ,1.0
é + t,2,0,to,t u,1.0
seg,1,0,share,ʃ ɛ ɹ,0.6666666666666666
seg + íČ,2,0,et,ɛ t,0.7142857142857143
seg + íČ + ég,3,0,et,ɛ t,0.7777777777777778
íČ,1,0,to,t u,1.0
íČ + ég,2,0,to,t u,1.0
ég + é,2,0,a,ʌ,1.3333333333333333
é + vel,2,0,l,ɛ l,0.5
tan,1,0,turn,t ɝ n,0.6666666666666666
tan + ár,2,0,turn,t ɝ n,0.8
ter + ül,2,0,tell,t ɛ l,0.4
ter + ül + et,3,0,let,l ɛ t,0.5714285714285714
ül + et,2,0,let,l ɛ t,0.25
ül + et + é,3,0,let,l ɛ t,0.4
et + é,2,0,et,ɛ t,0.3333333333333333
et + é + n,3,0,n,ɛ n,0.5
teʃ + i,2,0,see,s i,0.5
tok,1,0,talk,t ɔ k,0.0
val + aɦ,2,0,val,v æ l,0.8
aɦ,1,0,a,ʌ,1.5
oǧ,1,0,aw,ɔ,0.5
verseɲ,1,0,share,ʃ ɛ ɹ,0.8333333333333334
érkez,1,0,cares,k ɛ ɹ z,0.6
érkez + eT,2,0,cares,k ɛ ɹ z,0.7142857142857143
cég,1,0,it's,ɪ t s,0.8
dal,1,0,deal,d i l,0.6666666666666666
darab,1,0,dub,d ʌ b,0.8
dec,1,0,debts,d ɛ t s,0.2
dec + em,2,0,debts,d ɛ t s,0.42857142857142855
dec + em + ber,3,0,debts,d ɛ t s,0.6
indul,1,0,hindu,h ɪ n d u,0.4
indul + t,2,0,induced,ɪ n d u s t,0.3333333333333333
jún,1,0,in,ɪ n,1.0
jún + ij,2,0,knee,n i,0.5
ij + us,2,0,eu,i j u,0.25
kijad,1,0,kid,k ɪ d,0.4
kijad + ó,2,0,kid,k ɪ d,0.5
köɲv,1,0,cove,k oʊ v,0.3
köʃ,1,0,close,k l oʊ s,0.39999999999999997
ük,1,0,co,k oʊ,1.0
meǧe,1,0,edge,ɛ dʒ,0.5
más + ok,2,0,shaw,ʃ ɔ,0.6
nev + é,2,0,never,n ɛ v ɝ,0.5
ɲíl,1,0,all,ɔ l,1.0
ɲíl + t,2,0,lot,l ɑ t,0.75
rend,1,0,end,ɛ n d,0.25
rég,1,0,a,ʌ,1.3333333333333333
om + ra,2,0,om,ɔ m,0.5
zene,1,0,zen,z ɛ n,0.25
év + eg,2,0,eh,ɛ,0.75
eg + ben,2,0,ben,b ɛ n,0.4
biz + oČ,2,0,bit,b ɪ t,0.5714285714285714
biz + oČ + ág,3,0,bit,b ɪ t,0.6666666666666666
oČ,1,0,ought,ɔ t,0.5
oČ + ág,2,0,ought,ɔ t,0.6666666666666666
ág,1,0,a,ʌ,1.5
feleT,1,0,fell,f ɛ l,0.4
fijú + k,2,0,fix,f ɪ k s,0.5
kül + föld,2,0,cold,k oʊ l d,0.4571428571428572
föld + i,2,0,fold,f oʊ l d,0.24
lét,1,0,lot,l ɑ t,0.6666666666666666
or + ʃág + i,3,0,aussie,ɔ s i,0.5
ʃág + i,2,0,see,s i,0.5
el + őT,2,0,l,ɛ l,0.5
őT,1,0,a,ʌ,1.5
tag,1,0,to,t u,1.0
élet + é,2,0,let,l ɛ t,0.4
am + ij,2,0,me,m i,0.5
ij + ért,2,0,it,ɪ t,0.6
biʃ,1,0,be,b i,0.3333333333333333
biʃ + ton,2,0,beast,b i s t,0.3333333333333333
biʃ + ton + ság,3,0,beast,b i s t,0.5555555555555556
ton,1,0,torn,t ɔ ɹ n,0.3333333333333333
ton + ság,2,0,torn,t ɔ ɹ n,0.6666666666666666
ton + ság + i,3,0,she,ʃ i,0.7142857142857143
júl,1,0,all,ɔ l,1.0
júl + ij,2,0,lee,l i,0.5
júl + ij + us,3,0,eu,i j u,0.5
la,1,0,all,ɔ l,1.0
font + os + aB,3,0,fought,f ɔ t,0.625
os + aB,2,0,aw,ɔ,0.75
old,1,0,all,ɔ l,0.3333333333333333
oldal + á,2,0,all,ɔ l,0.6666666666666666
tud + om + áɲ,3,0,tomb,t u m,0.5714285714285714
om + áɲ,2,0,om,ɔ m,0.5
om + áɲ + os,3,0,om,ɔ m,0.6666666666666666
áɲ,1,0,a,ʌ,1.5
áɲ + os,2,0,aw,ɔ,0.75
tö + p,2,0,toe,t oʊ,0.39999999999999997
tö + p + ʃör,3,0,types,t aɪ p s,0.6666666666666666
p,1,0,up,ʌ p,1.0
p + ʃör,2,0,so,s oʊ,0.55
ʃör,1,0,so,s oʊ,0.39999999999999997
já + ban,2,0,been,b ɪ n,0.8
vál + ogat,2,0,law,l ɔ,0.7142857142857143
vál + ogat + oT,3,0,law,l ɔ,0.7777777777777778
ogat,1,0,ought,ɔ t,0.5
ogat + oT,2,0,ought,ɔ t,0.6666666666666666
végz,1,0,vows,v aʊ z,0.75
aǦa,1,0,a,ʌ,1.3333333333333333
ap + ja,2,0,you,j u,1.0
eǧ + én,2,0,n,ɛ n,0.5
eǧ + én + i,3,0,any,ɛ n i,0.4
én + i,2,0,knee,n i,0.3333333333333333
fija,1,0,fee,f i,0.5
friS,1,0,fee,f i,0.5
kék,1,0,kick,k ɪ k,0.6666666666666666
meLé,1,0,men,m ɛ n,0.75
muŋká,1,0,monk,m ʌ ŋ k,0.6
tek,1,0,tech,t ɛ k,0.0
park,1,0,pick,p ɪ k,0.75
talál + t,2,0,tilt,t ɪ l t,0.6666666666666666
talál + t + am,3,0,tilt,t ɪ l t,0.75
vörös,1,0,sh,ʃ,0.8
éj + ʃak,2,0,use,j u s,0.8
ʃak,1,0,ask,æ s k,0.6666666666666666
éled,1,0,lead,l ɛ d,0.25
érz + és,2,0,sh,ʃ,0.8
beʃél,1,0,bell,b ɛ l,0.4
beʃél + ni,2,0,belly,b ɛ l i,0.42857142857142855
hideg,1,0,he'd,h i d,0.4
eŋ,1,0,ng,ɛ ŋ,0.0
jön + nek,2,0,neck,n ɛ k,0.5
ked,1,0,ed,ɛ d,0.3333333333333333
ked + venc,2,0,events,ɪ v ɛ n t s,0.5555555555555556
venc,1,0,events,ɪ v ɛ n t s,0.3333333333333333
ɲelv,1,0,l,ɛ l,0.5
ɲelv + ű,2,0,l,ɛ l,0.6
sötét,1,0,show,ʃ oʊ,0.64
áL + am,2,0,mm,m,0.75
el + ér,2,0,l,ɛ l,0.5
el + ér + ɦető,3,0,let,l ɛ t,0.625
ér + ɦető,2,0,et,ɛ t,0.6666666666666666
ɦető,1,0,et,ɛ t,0.5
hó,1,0,he,h i,1.0
hó + nap,2,0,hope,h oʊ p,0.8
ker,1,0,care,k ɛ ɹ,0.6666666666666666
ker + ül,2,0,l,ɛ l,0.6
ker + ül + et,3,0,let,l ɛ t,0.5714285714285714
ol,1,0,all,ɔ l,0.0
ve + Te,2,0,eh,ɛ,0.75
éʃ,1,0,so,s oʊ,1.0
ötl,1,0,ol',oʊ l,0.39999999999999997
ötl + et,2,0,let,l ɛ t,0.4
at + t,2,0,taught,t ɔ t,0.6666666666666666
at + t + a,3,0,taught,t ɔ t,0.75
es + eT,2,0,share,ʃ ɛ ɹ,0.75
kéʃ + ít,2,0,cost,k ɑ s t,0.6
kéʃ + ít + eT,3,0,cost,k ɑ s t,0.7142857142857143
ít,1,0,to,t u,1.0
ít + eT,2,0,tell,t ɛ l,0.75
lét + ez,2,0,tells,t ɛ l z,0.6
ez + ik,2,0,eric,ɛ ɹ ɪ k,0.5
ʃiget,1,0,set,s ɛ t,0.4
tél,1,0,tell,t ɛ l,0.6666666666666666
ba,1,0,be,b i,1.0
brit,1,0,bit,b ɪ t,0.25
čoport,1,0,taught,t ɔ t,0.625
elé,1,0,l,ɛ l,0.3333333333333333
keres,1,0,care,k ɛ ɹ,0.8
klub,1,0,clue,k l u,0.25
köʃ + pont,2,0,coast,k oʊ s t,0.4571428571428572
láɲ + ok,2,0,law,l ɔ,0.6
léɲeg,1,0,let,l ɛ t,0.8
miL,1,0,me,m i,0.3333333333333333
miL + ij,2,0,me,m i,0.6
miL + ij + árd,3,0,mid,m ɪ d,0.625
ij + árd,2,0,id,ɪ d,0.6
árd,1,0,do,d u,1.0
mű,1,0,mm,m,0.5
nevet,1,0,net,n ɛ t,0.4
név,1,0,nov,n oʊ v,0.6666666666666666
ol + im,2,0,limb,l ɪ m,0.25
im,1,0,im,ɪ m,0.0
pij,1,0,p,p i,0.3333333333333333
ad + ás,2,0,dish,d ɪ ʃ,0.75
ás,1,0,sh,ʃ,0.5
tár,1,0,to,t u,1.0
tár + sas,2,0,sh,ʃ,0.8333333333333334
tár + sas + ág,3,0,sh,ʃ,0.875
sas,1,0,sh,ʃ,0.6666666666666666
sas + ág,2,0,sh,ʃ,0.8
B + ek,2,0,check,tʃ ɛ k,0.6666666666666666
várož,1,0,von,v ɔ n,0.8
várož + ban,2,0,von,v ɔ n,0.625
židó,1,0,id,ɪ d,0.5
ír + t + a,3,0,to,t u,1.0
dél,1,0,deal,d i l,0.6666666666666666
kor + i,2,0,key,k i,0.5
japán,1,0,pain,p eɪ n,0.8
mutaŤa,1,0,mu,m u,0.6666666666666666
orvos,1,0,von,v ɔ n,0.8
orvos + i,2,0,she,ʃ i,0.6666666666666666
piros,1,0,p,p i,0.6
ʃor,1,0,saw,s ɔ,0.3333333333333333
tör + ök,2,0,oak,oʊ k,0.64
oz + ik,2,0,z,z i,0.5
eǧ + es + ül,3,0,gel,dʒ ɛ l,0.5
es + ül,2,0,l,ɛ l,0.5
es + ül + et,3,0,let,l ɛ t,0.5
háború,1,0,ball,b ɔ l,0.8333333333333334
hír,1,0,he,h i,1.0
pal,1,0,play,p l eɪ,0.6666666666666666
enek,1,0,neck,n ɛ k,0.25
ájig,1,0,ye,j i,0.5
ʃer + elem,2,0,sell,s ɛ l,0.5714285714285714
elem,1,0,m,ɛ m,0.5
t + uŋk,2,0,took,t ʊ k,0.25
évad,1,0,void,v ɔɪ d,0.75
bárki,1,0,be,b i,0.6
el + ad,2,0,held,h ɛ l d,0.5
ad + ó,2,0,do,d u,1.0
forint,1,0,feet,f i t,0.5
gép,1,0,up,ʌ p,1.0
ɦet + et,2,0,test,t ɛ s t,0.6
ɦet + et + len,3,0,tell,t ɛ l,0.625
ker + es,2,0,care,k ɛ ɹ,0.8
ker + es + ked,3,0,shed,ʃ ɛ d,0.625
es + ked,2,0,shed,ʃ ɛ d,0.4
es + ked + elm,3,0,shell,ʃ ɛ l,0.625
ked + elm,2,0,del,d ɛ l,0.5
ked + elm + i,3,0,kelly,k ɛ l i,0.42857142857142855
elm,1,0,m,ɛ m,0.3333333333333333
elm + i,2,0,emmy,ɛ m i,0.25
keves,1,0,ev,ɛ v,0.6
keves + eB,2,0,ev,ɛ v,0.7142857142857143
néz + ni,2,0,z,z i,0.6
siker,1,0,chic,ʃ i k,0.4
siker + es,2,0,chic,ʃ i k,0.5714285714285714
ʃegéɲ,1,0,said,s ɛ d,0.8
órijás,1,0,ish,ɪ ʃ,0.6666666666666666
dél + ut,2,0,do,d u,0.6
emlék,1,0,m,ɛ m,0.6
fa,1,0,if,ɪ f,1.0
fele,1,0,fell,f ɛ l,0.25
fele + ség,2,0,flesh,f l ɛ ʃ,0.42857142857142855
ség,1,0,sh,ʃ,0.6666666666666666
ség + e,2,0,share,ʃ ɛ ɹ,0.75
fok,1,0,fork,f ɔ ɹ k,0.3333333333333333
igaʃ,1,0,this,ð ɪ s,0.75
igaʃ + ság,2,0,ish,ɪ ʃ,0.7142857142857143
jel + en,2,0,yell,j ɛ l,0.4
jézus,1,0,you,j u,0.6
keret,1,0,kept,k ɛ p t,0.6
keTő,1,0,care,k ɛ ɹ,0.75
kezd,1,0,caused,k ɑ z d,0.5
mag + uk,2,0,mu,m u,0.6
uk,1,0,look,l ʊ k,0.5
uk + at,2,0,looked,l ʊ k t,0.5
san,1,0,shown,ʃ oʊ n,0.6666666666666666
ʃél,1,0,sale,s eɪ l,0.6666666666666666
ʃél + es,2,0,flesh,f l ɛ ʃ,0.6
súj,1,0,sh,ʃ,0.6666666666666666
súj + os,2,0,shaw,ʃ ɔ,0.6
tart + ó,2,0,taught,t ɔ t,0.8
veʃéj,1,0,'s,ɛ s,0.6
veʃéj + es,2,0,'s,ɛ s,0.7142857142857143
város + i,2,0,she,ʃ i,0.6666666666666666
épület,1,0,let,l ɛ t,0.5
ír + ja,2,0,you,j u,1.0
felső,1,0,fell,f ɛ l,0.4
fáj,1,0,few,f j u,0.6666666666666666
gazdag,1,0,is,ɪ z,1.0
gond,1,0,and,ʌ n d,0.75
haǧ,1,0,hedge,h ɛ dʒ,0.6666666666666666
haǧ + om,2,0,hmm,h m,0.6
haǧ + om + áɲ,3,0,hmm,h m,0.7142857142857143
játék + os,2,0,utah,j u t ɔ,0.7142857142857143
kap + čol + at,3,0,call,k ɔ l,0.7
čol + at,2,0,taught,t ɔ t,0.5714285714285714
derül,1,0,del,d ɛ l,0.4
kötel,1,0,tell,t ɛ l,0.4
kötel + ez,2,0,tells,t ɛ l z,0.42857142857142855
ez + ő,2,0,says,s ɛ z,0.6666666666666666
le + ɦető,2,0,let,l ɛ t,0.5
le + ɦető + ség,3,0,let,l ɛ t,0.6666666666666666
ɦető + ség,2,0,et,ɛ t,0.7142857142857143
z,1,0,is,ɪ z,1.0
réʃlet,1,0,let,l ɛ t,0.5
réʃlet + ek,2,0,let,l ɛ t,0.625
ʃeméj,1,0,m,ɛ m,0.6
tár + sad,2,0,should,ʃ ʊ d,0.8333333333333334
tár + sad + alm,3,0,time,t aɪ m,0.8888888888888888
sad,1,0,should,ʃ ʊ d,0.6666666666666666
sad + alm,2,0,should,ʃ ʊ d,0.8333333333333334
alm,1,0,mm,m,0.6666666666666666
alm + i,2,0,me,m i,0.5
tör + tén + elm,3,0,tell,t ɛ l,0.6666666666666666
tén + elm,2,0,tell,t ɛ l,0.5
videó,1,0,v,v i,0.6
bármi,1,0,be,b i,0.6
hijáɲz,1,0,his,h ɪ z,0.5
kapčol,1,0,call,k ɔ l,0.625
kapčol + ód,2,0,called,k ɔ l d,0.6
ód,1,0,do,d u,1.0
ód + ó,2,0,do,d u,1.0
ki + vál,2,0,kill,k ɪ l,0.4
vál + ó,2,0,val,v æ l,0.75
klaƩ,1,0,call,k ɔ l,0.75
ik + us,2,0,coup,k u,0.5
kéCer,1,0,care,k ɛ ɹ,0.8571428571428571
láŤa,1,0,all,ɔ l,1.0
nor,1,0,nor,n ɔ ɹ,0.6666666666666666
nor + mál,2,0,all,ɔ l,0.6666666666666666
nor + mál + is,3,0,normally,n ɔ ɹ m ʌ l i,0.625
mál,1,0,male,m eɪ l,0.6666666666666666
mál + is,2,0,me,m i,0.6
ɲugat,1,0,put,p ʊ t,0.8
ɲugat + i,2,0,t,t i,0.6666666666666666
pál,1,0,play,p l eɪ,0.6666666666666666
ʃar,1,0,so,s oʊ,1.0
ʃer + vez,2,0,says,s ɛ z,0.5
ʃer + vez + et,3,0,set,s ɛ t,0.625
vez,1,0,says,s ɛ z,0.6666666666666666
vez + et,2,0,vet,v ɛ t,0.4
ʃuper,1,0,soup,s u p,0.4
tart + ani,2,0,t,t i,0.7142857142857143
tarťa,1,0,touch,t ʌ tʃ,0.8
vas,1,0,sh,ʃ,0.6666666666666666
vas + ár,2,0,sh,ʃ,0.8
vas + ár + nap,3,0,ship,ʃ ɪ p,0.875
ár + nap,2,0,nope,n oʊ p,0.8
veʃ,1,0,'s,ɛ s,0.3333333333333333
veʃ + i,2,0,see,s i,0.5
zene + kar,2,0,neck,n ɛ k,0.5714285714285714
kar,1,0,co,k oʊ,1.0
adat,1,0,date,d eɪ t,0.75
ami + k,2,0,mc,m ɪ k,0.25
bal,1,0,bill,b ɪ l,0.6666666666666666
ciK,1,0,see,s i,0.6
ŋk,1,0,inc,ɪ ŋ k,0.5
iɱ,1,0,e,i,0.5
iɱ + for,2,0,if,ɪ f,0.6
iɱ + for + mác,3,0,it's,ɪ t s,0.7
for + mác,2,0,fought,f ɔ t,0.625
for + mác + ijó,3,0,fought,f ɔ t,0.7272727272727273
mác,1,0,meets,m i t s,0.6
mác + ijó,2,0,me,m i,0.75
mác + ijó + k,3,0,sick,s ɪ k,0.6666666666666666
ijó,1,0,e,i,0.6666666666666666
ijó + k,2,0,week,w i k,0.75
jam,1,0,mm,m,0.6666666666666666
jáC,1,0,yet,j ɛ t,0.8
közep,1,0,cope,k oʊ p,0.44000000000000006
közep + é,2,0,cope,k oʊ p,0.5333333333333333
ɲolc,1,0,faults,f ɔ l t s,0.5
ʃekʃ,1,0,sex,s ɛ k s,0.0
ʃín,1,0,seen,s i n,0.6666666666666666
ʃín + ɦáz,2,0,signs,s aɪ n z,0.6666666666666666
ɦáz,1,0,is,ɪ z,1.0
típus,1,0,push,p ʊ ʃ,0.4
viz,1,0,is,ɪ z,0.3333333333333333
válaʃ,1,0,less,l ɛ s,0.8
apró,1,0,up,ʌ p,1.0
dolg + oz + oT,3,0,laws,l ɔ z,0.625
oz + oT,2,0,laws,l ɔ z,0.75
hajó,1,0,hugh,h j u,0.75
hír + es,2,0,heh,h ɛ,0.6
ide + jé,2,0,id,ɪ d,0.6
jog,1,0,your,j ɔ ɹ,0.6666666666666666
jog + i,2,0,ye,j i,0.5
közel + eB,2,0,coal,k oʊ l,0.6
