hu_ngram,n,en_word,en_pron,cost,count
csol,1,call,k ɔ l,1.24,85
nev,1,net,n ɛ t,1.24,84
for,1,fall,f ɔ l,1.24,81
ker,1,ken,k ɛ n,1.24,74
jog,1,y'all,j ɔ l,1.24,72
tes,1,tell,t ɛ l,1.24,71
zet,1,get,g ɛ t,1.24,69
ren,1,when,w ɛ n,1.24,59
vez,1,says,s ɛ z,1.24,59
gal,1,doll,d ɑ l,1.24,58
sal,1,shot,ʃ ɑ t,1.24,58
mer,1,men,m ɛ n,1.24,57
dol,1,call,k ɔ l,1.24,56
gon,1,gone,g ɔ n,1.24,56
vet,1,get,g ɛ t,1.24,56
mel,1,well,w ɛ l,1.24,53
nem,1,them,ð ɛ m,1.24,50
gel,1,well,w ɛ l,1.24,49
tem,1,time,t aɪ m,1.24,49
gyer,1,jeff,dʒ ɛ f,1.24,46
ber,1,bed,b ɛ d,1.24,45
lel,1,well,w ɛ l,1.24,43
vas,1,wash,w ɑ ʃ,1.24,43
gyak,1,job,dʒ ɑ b,1.24,42
jon,1,gone,g ɔ n,1.24,42
jön,1,known,n oʊ n,1.24,42
fogy,1,fall,f ɔ l,1.24,41
mek,1,make,m eɪ k,1.24,40
sas,1,shot,ʃ ɑ t,1.24,38
tev,1,tell,t ɛ l,1.24,38
lem,1,them,ð ɛ m,1.24,37
ram,1,mom,m ɑ m,1.24,37
gat,1,not,n ɑ t,1.24,36
seny,1,shell,ʃ ɛ l,1.24,36
ven,1,when,w ɛ n,1.24,36
bor,1,ball,b ɔ l,1.24,35
jegy,1,yet,j ɛ t,1.24,35
rel,1,well,w ɛ l,1.24,34
csap,1,top,t ɑ p,1.24,33
csat,1,not,n ɑ t,1.24,33
dem,1,them,ð ɛ m,1.24,33
forr,1,fall,f ɔ l,1.24,32
ing,1,inc,ɪ ŋ k,1.24,32
jöv,1,you've,j u v,1.24,32
rak,1,lock,l ɑ k,1.24,32
csök,1,joke,dʒ oʊ k,1.24,31
fer,1,fell,f ɛ l,1.24,31
gen,1,when,w ɛ n,1.24,31
jen,1,when,w ɛ n,1.24,31
mus,1,push,p ʊ ʃ,1.24,31
szeg,1,said,s ɛ d,1.24,31
bar,1,bought,b ɑ t,1.24,30
dob,1,dog,d ɔ g,1.24,30
lek,1,like,l aɪ k,1.24,30
per,1,pet,p ɛ t,1.24,30
pusz,1,put,p ʊ t,1.24,30
fal,1,feel,f i l,1.24,29
fenn,1,fell,f ɛ l,1.24,29
lep,1,let,l ɛ t,1.24,29
tesz,1,tell,t ɛ l,1.24,29
get,1,get,g ɛ t,1.24,28
mely,1,men,m ɛ n,1.24,28
menny,1,men,m ɛ n,1.24,28
por,1,paul,p ɔ l,1.24,28
seb,1,web,w ɛ b,1.24,28
tec,1,tell,t ɛ l,1.24,28
fegy,1,fell,f ɛ l,1.24,27
hegy,1,head,h ɛ d,1.24,27
jav,1,you've,j u v,1.24,27
csel,1,well,w ɛ l,1.24,26
ral,1,doll,d ɑ l,1.24,25
vad,1,god,g ɑ d,1.24,25
dok,1,talk,t ɔ k,1.24,24
zat,1,not,n ɑ t,1.24,24
zen,1,when,w ɛ n,1.24,24
ged,1,said,s ɛ d,1.24,23
her,1,head,h ɛ d,1.24,23
jes,1,yet,j ɛ t,1.24,23
nyez,1,says,s ɛ z,1.24,23
sen,1,when,w ɛ n,1.24,23
ved,1,said,s ɛ d,1.24,23
csil,1,will,w ɪ l,1.24,21
gyal,1,job,dʒ ɑ b,1.24,21
med,1,said,s ɛ d,1.24,21
seg,1,shell,ʃ ɛ l,1.24,21
fek,1,fuck,f ʌ k,1.24,20
megy,1,men,m ɛ n,1.24,20
tett,1,tell,t ɛ l,1.24,19
baj,1,bought,b ɑ t,1.24,18
csal,1,doll,d ɑ l,1.24,18
mez,1,men,m ɛ n,1.24,18
vol,1,call,k ɔ l,1.24,18
bud,1,would,w ʊ d,1.24,17
busz,1,book,b ʊ k,1.24,17
cen,1,when,w ɛ n,1.24,17
con,1,gone,g ɔ n,1.24,17
doz,1,does,d ʌ z,1.24,17
feny,1,fell,f ɛ l,1.24,17
mell,1,men,m ɛ n,1.24,17
web,1,web,w ɛ b,1.24,17
zel,1,well,w ɛ l,1.24,17
col,1,call,k ɔ l,1.24,16
der,1,death,d ɛ θ,1.24,16
fun,1,full,f ʊ l,1.24,16
dor,1,dog,d ɔ g,1.24,15
jek,1,yet,j ɛ t,1.24,15
sad,1,should,ʃ ʊ d,1.24,15
böz,1,those,ð oʊ z,1.24,14
gaz,1,was,w ɑ z,1.24,14
mut,1,might,m aɪ t,1.24,14
rab,1,job,dʒ ɑ b,1.24,14
rad,1,god,g ɑ d,1.24,14
csak,1,lock,l ɑ k,1.24,13
dez,1,does,d ʌ z,1.24,13
dom,1,dog,d ɔ g,1.24,13
ekt,1,x,ɛ k s,1.24,13
fesz,1,yes,j ɛ s,1.24,13
lett,1,let,l ɛ t,1.24,13
negy,1,net,n ɛ t,1.24,13
san,1,john,dʒ ɑ n,1.24,13
teh,1,tell,t ɛ l,1.24,13
bev,1,bed,b ɛ d,1.24,12
bur,1,book,b ʊ k,1.24,12
cel,1,well,w ɛ l,1.24,12
fagy,1,lodge,l ɑ dʒ,1.24,12
kegy,1,ken,k ɛ n,1.24,12
kell,1,ken,k ɛ n,1.24,12
kev,1,ken,k ɛ n,1.24,12
nel,1,well,w ɛ l,1.24,12
nep,1,net,n ɛ t,1.24,12
ped,1,said,s ɛ d,1.24,12
bef,1,bed,b ɛ d,1.24,11
des,1,death,d ɛ θ,1.24,11
jak,1,lock,l ɑ k,1.24,11
lev,1,love,l ʌ v,1.24,11
pel,1,well,w ɛ l,1.24,11
pub,1,put,p ʊ t,1.24,11
sav,1,shot,ʃ ɑ t,1.24,11
sem,1,them,ð ɛ m,1.24,11
van,1,john,dʒ ɑ n,1.24,11
bej,1,bed,b ɛ d,1.24,10
fasz,1,face,f eɪ s,1.24,10
feh,1,fell,f ɛ l,1.24,10
fes,1,fish,f ɪ ʃ,1.24,10
ler,1,let,l ɛ t,1.24,10
rik,1,pick,p ɪ k,1.24,10
szep,1,said,s ɛ d,1.24,10
becs,1,bed,b ɛ d,1.24,9
benn,1,bed,b ɛ d,1.24,9
degy,1,death,d ɛ θ,1.24,9
doll,1,dog,d ɔ g,1.24,9
gyel,1,well,w ɛ l,1.24,9
gyul,1,full,f ʊ l,1.24,9
hes,1,head,h ɛ d,1.24,9
jal,1,you'll,j u l,1.24,9
jam,1,mom,m ɑ m,1.24,9
les,1,let,l ɛ t,1.24,9
vak,1,lock,l ɑ k,1.24,9
cas,1,wash,w ɑ ʃ,1.24,8
csön,1,known,n oʊ n,1.24,8
deb,1,death,d ɛ θ,1.24,8
gim,1,him,h ɪ m,1.24,8
gul,1,full,f ʊ l,1.24,8
jer,1,yet,j ɛ t,1.24,8
kes,1,cash,k æ ʃ,1.24,8
mec,1,men,m ɛ n,1.24,8
mes,1,men,m ɛ n,1.24,8
mul,1,full,f ʊ l,1.24,8
nyel,1,well,w ɛ l,1.24,8
ref,1,jeff,dʒ ɛ f,1.24,8
rem,1,them,ð ɛ m,1.24,8
saj,1,shot,ʃ ɑ t,1.24,8
ser,1,shell,ʃ ɛ l,1.24,8
tej,1,tell,t ɛ l,1.24,8
zal,1,doll,d ɑ l,1.24,8
cal,1,doll,d ɑ l,1.24,7
cam,1,mom,m ɑ m,1.24,7
fen,1,when,w ɛ n,1.24,7
gan,1,john,dʒ ɑ n,1.24,7
kesz,1,case,k eɪ s,1.24,7
mem,1,them,ð ɛ m,1.24,7
ret,1,get,g ɛ t,1.24,7
rez,1,says,s ɛ z,1.24,7
szenny,1,said,s ɛ d,1.24,7
szes,1,said,s ɛ d,1.24,7
vagy,1,lodge,l ɑ dʒ,1.24,7
zseb,1,web,w ɛ b,1.24,7
bocs,1,ball,b ɔ l,1.24,6
csöv,1,nov,n oʊ v,1.24,6
def,1,death,d ɛ θ,1.24,6
jobb,1,y'all,j ɔ l,1.24,6
kett,1,ken,k ɛ n,1.24,6
leh,1,let,l ɛ t,1.24,6
ned,1,said,s ɛ d,1.24,6
neh,1,net,n ɛ t,1.24,6
ner,1,net,n ɛ t,1.24,6
pon,1,gone,g ɔ n,1.24,6
segg,1,shell,ʃ ɛ l,1.24,6
vat,1,not,n ɑ t,1.24,6
vöz,1,those,ð oʊ z,1.24,6
zem,1,them,ð ɛ m,1.24,6
ald,1,old,oʊ l d,1.24,5
ax,1,x,ɛ k s,1.24,5
ball,1,bought,b ɑ t,1.24,5
bas,1,bought,b ɑ t,1.24,5
bec,1,bed,b ɛ d,1.24,5
cep,1,yep,j ɛ p,1.24,5
cet,1,get,g ɛ t,1.24,5
cson,1,gone,g ɔ n,1.24,5
dec,1,death,d ɛ θ,1.24,5
dev,1,death,d ɛ θ,1.24,5
ekv,1,x,ɛ k s,1.24,5
gil,1,will,w ɪ l,1.24,5
kecs,1,ken,k ɛ n,1.24,5
kedd,1,ken,k ɛ n,1.24,5
kem,1,them,ð ɛ m,1.24,5
luc,1,look,l ʊ k,1.24,5
lyed,1,said,s ɛ d,1.24,5
posz,1,loss,l ɔ s,1.24,5
pot,1,put,p ʊ t,1.24,5
ran,1,john,dʒ ɑ n,1.24,5
rap,1,top,t ɑ p,1.24,5
rek,1,check,tʃ ɛ k,1.24,5
rep,1,yep,j ɛ p,1.24,5
ril,1,will,w ɪ l,1.24,5
riv,1,give,g ɪ v,1.24,5
ron,1,gone,g ɔ n,1.24,5
sam,1,shot,ʃ ɑ t,1.24,5
teg,1,tell,t ɛ l,1.24,5
was,1,wash,w ɑ ʃ,1.24,5
zak,1,lock,l ɑ k,1.24,5
zöm,1,home,h oʊ m,1.24,5
civ,1,give,g ɪ v,1.24,4
csem,1,them,ð ɛ m,1.24,4
csip,1,ship,ʃ ɪ p,1.24,4
cuk,1,look,l ʊ k,1.24,4
cul,1,full,f ʊ l,1.24,4
dep,1,death,d ɛ θ,1.24,4
doh,1,dog,d ɔ g,1.24,4
fas,1,fish,f ɪ ʃ,1.24,4
feb,1,fell,f ɛ l,1.24,4
gab,1,job,dʒ ɑ b,1.24,4
gap,1,top,t ɑ p,1.24,4
gesz,1,yes,j ɛ s,1.24,4
gol,1,call,k ɔ l,1.24,4
goz,1,laws,l ɔ z,1.24,4
gyar,1,job,dʒ ɑ b,1.24,4
heg,1,head,h ɛ d,1.24,4
hen,1,when,w ɛ n,1.24,4
hev,1,have,h æ v,1.24,4
jan,1,john,dʒ ɑ n,1.24,4
jebb,1,yet,j ɛ t,1.24,4
jed,1,said,s ɛ d,1.24,4
job,1,y'all,j ɔ l,1.24,4
joh,1,y'all,j ɔ l,1.24,4
ket,1,get,g ɛ t,1.24,4
legy,1,let,l ɛ t,1.24,4
nej,1,net,n ɛ t,1.24,4
nes,1,net,n ɛ t,1.24,4
ness,1,net,n ɛ t,1.24,4
pes,1,push,p ʊ ʃ,1.24,4
rat,1,not,n ɑ t,1.24,4
röv,1,nov,n oʊ v,1.24,4
sek,1,check,tʃ ɛ k,1.24,4
szej,1,said,s ɛ d,1.24,4
tell,1,tell,t ɛ l,1.24,4
tess,1,tell,t ɛ l,1.24,4
wal,1,doll,d ɑ l,1.24,4
wel,1,well,w ɛ l,1.24,4
jöj,1,y'all,j ɔ l,1.29,4
jös,1,y'all,j ɔ l,1.29,4
rum,1,whom,h u m,1.307,4
ünk,1,inc,ɪ ŋ k,1.323,211
csop,1,hope,h oʊ p,1.323,35
faj,1,fuck,f ʌ k,1.323,28
függ,1,full,f ʊ l,1.323,27
com,1,home,h oʊ m,1.323,18
füg,1,full,f ʊ l,1.323,18
rom,1,home,h oʊ m,1.323,18
far,1,fuck,f ʌ k,1.323,13
gyüm,1,jim,dʒ ɪ m,1.323,12
gyül,1,full,f ʊ l,1.323,10
csod,1,code,k oʊ d,1.323,9
alsz,1,ups,ʌ p s,1.323,7
god,1,code,k oʊ d,1.323,7
jac,1,young,j ʌ ŋ,1.323,6
zor,1,zone,z oʊ n,1.323,6
csom,1,home,h oʊ m,1.323,5
ard,1,and,ʌ n d,1.323,4
bro,1,blow,b l oʊ,1.323,4
csüt,1,put,p ʊ t,1.323,4
fac,1,fuck,f ʌ k,1.323,4
für,1,full,f ʊ l,1.323,4
gül,1,full,f ʊ l,1.323,4
raf,1,tough,t ʌ f,1.323,4
ttük,1,look,l ʊ k,1.323,4
tart,1,ta,t ɑ,1.36,141
könyv,1,co,k oʊ,1.36,66
elem,1,l,ɛ l,1.36,43
anak,1,on,ɑ n,1.36,36
enek,1,n,ɛ n,1.36,32
harc,1,ha,h ɑ,1.36,30
etek,1,et,ɛ t,1.36,27
hajó,1,ha,h ɑ,1.36,27
haza,1,ha,h ɑ,1.36,27
part,1,pa,p ɑ,1.36,25
adat,1,odd,ɑ d,1.36,24
ilag,1,ill,ɪ l,1.36,24
szobá,1,saw,s ɔ,1.36,24
talm,1,ta,t ɑ,1.36,24
harm,1,ha,h ɑ,1.36,20
együtt,1,edge,ɛ dʒ,1.36,19
ileg,1,ill,ɪ l,1.36,18
egyik,1,edge,ɛ dʒ,1.36,17
előz,1,l,ɛ l,1.36,16
haszn,1,ha,h ɑ,1.36,16
idéz,1,id,ɪ d,1.36,16
egyen,1,edge,ɛ dʒ,1.36,15
előny,1,l,ɛ l,1.36,15
adik,1,odd,ɑ d,1.36,14
ideg,1,id,ɪ d,1.36,13
imád,1,im,ɪ m,1.36,13
sors,1,shaw,ʃ ɔ,1.36,13
edik,1,ed,ɛ d,1.36,12
hazá,1,ha,h ɑ,1.36,12
többi,1,toe,t oʊ,1.36,12
elmé,1,l,ɛ l,1.36,11
előtt,1,l,ɛ l,1.36,11
szoci,1,saw,s ɔ,1.36,11
apró,1,op,ɑ p,1.36,9
anti,1,on,ɑ n,1.36,8
egyet,1,edge,ɛ dʒ,1.36,8
első,1,l,ɛ l,1.36,8
közl,1,co,k oʊ,1.36,8
olaj,1,all,ɔ l,1.36,8
elme,1,l,ɛ l,1.36,7
ital,1,it,ɪ t,1.36,7
pasi,1,pa,p ɑ,1.36,7
szörny,1,so,s oʊ,1.36,7
törzs,1,toe,t oʊ,1.36,7
ente,1,n,ɛ n,1.36,6
itek,1,it,ɪ t,1.36,6
lomá,1,law,l ɔ,1.36,6
mari,1,ma,m ɑ,1.36,6
szoba,1,saw,s ɔ,1.36,6
szobr,1,saw,s ɔ,1.36,6
tata,1,ta,t ɑ,1.36,6
edény,1,ed,ɛ d,1.36,5
egyed,1,edge,ɛ dʒ,1.36,5
eleg,1,l,ɛ l,1.36,5
hajl,1,ha,h ɑ,1.36,5
mars,1,ma,m ɑ,1.36,5
maszk,1,ma,m ɑ,1.36,5
olcsó,1,all,ɔ l,1.36,5
otok,1,ought,ɔ t,1.36,5
para,1,pa,p ɑ,1.36,5
szava,1,sa,s ɑ,1.36,5
talp,1,ta,t ɑ,1.36,5
törl,1,toe,t oʊ,1.36,5
dara,1,da,d ɑ,1.36,4
egybe,1,edge,ɛ dʒ,1.36,4
elek,1,l,ɛ l,1.36,4
előd,1,l,ɛ l,1.36,4
eszmé,1,'s,ɛ s,1.36,4
közzé,1,co,k oʊ,1.36,4
manu,1,ma,m ɑ,1.36,4
pajzs,1,pa,p ɑ,1.36,4
pali,1,pa,p ɑ,1.36,4
szarv,1,sa,s ɑ,1.36,4
vissza,1,v,v i,1.435,99
nia,1,knee,n i,1.435,38
nie,1,knee,n i,1.435,35
hibá,1,he,h i,1.435,27
tiszt,1,t,t i,1.435,24
fiú,1,fee,f i,1.435,14
tika,1,t,t i,1.435,13
dia,1,d,d i,1.435,11
vicc,1,v,v i,1.435,10
vitá,1,v,v i,1.435,10
szió,1,see,s i,1.435,9
kicsi,1,key,k i,1.435,8
ning,1,knee,n i,1.435,8
zió,1,z,z i,1.435,8
dicső,1,d,d i,1.435,7
pia,1,p,p i,1.435,7
dió,1,d,d i,1.435,6
villá,1,v,v i,1.435,6
bia,1,be,b i,1.435,5
bio,1,be,b i,1.435,5
ölel,1,all,ɔ l,1.435,5
diá,1,d,d i,1.435,4
misé,1,me,m i,1.435,4
sikl,1,she,ʃ i,1.435,4
sincs,1,she,ʃ i,1.435,4
határ,1,hot,h ɑ t,1.44,65
nyer,1,net,n ɛ t,1.44,55
telen,1,tell,t ɛ l,1.44,47
vonal,1,von,v ɔ n,1.44,45
felel,1,fell,f ɛ l,1.44,36
beteg,1,bet,b ɛ t,1.44,31
fedez,1,fed,f ɛ d,1.44,29
kötel,1,coat,k oʊ t,1.44,25
telep,1,tell,t ɛ l,1.44,24
vonul,1,von,v ɔ n,1.44,19
növel,1,nov,n oʊ v,1.44,18
mintá,1,min,m ɪ n,1.44,12
növény,1,nov,n oʊ v,1.44,12
hitel,1,hit,h ɪ t,1.44,11
kötet,1,coat,k oʊ t,1.44,11
menet,1,men,m ɛ n,1.44,10
papír,1,pop,p ɑ p,1.44,10
hatol,1,hot,h ɑ t,1.44,9
felhő,1,fell,f ɛ l,1.44,7
jetek,1,yet,j ɛ t,1.44,7
szezon,1,says,s ɛ z,1.44,7
sziklá,1,sick,s ɪ k,1.44,7
vonat,1,von,v ɔ n,1.44,7
felső,1,fell,f ɛ l,1.44,6
felül,1,fell,f ɛ l,1.44,6
metró,1,met,m ɛ t,1.44,6
belse,1,bell,b ɛ l,1.44,5
belül,1,bell,b ɛ l,1.44,5
belől,1,bell,b ɛ l,1.44,5
felett,1,fell,f ɛ l,1.44,5
felől,1,fell,f ɛ l,1.44,5
futam,1,foot,f ʊ t,1.44,5
hatály,1,hot,h ɑ t,1.44,5
mikro,1,mc,m ɪ k,1.44,5
tamás,1,tom,t ɑ m,1.44,5
feled,1,fell,f ɛ l,1.44,4
gyenek,1,gen,dʒ ɛ n,1.44,4
göny,1,known,n oʊ n,1.44,4
holmi,1,hall,h ɔ l,1.44,4
patak,1,pot,p ɑ t,1.44,4
pincé,1,pin,p ɪ n,1.44,4
puská,1,push,p ʊ ʃ,1.44,4
tapad,1,top,t ɑ p,1.44,4
junk,1,you,j u,1.46,26
kutyá,1,coup,k u,1.46,14
nunk,1,new,n u,1.46,10
zunk,1,zoo,z u,1.46,10
suli,1,shoe,ʃ u,1.46,5
duna,1,do,d u,1.46,4
nullá,1,new,n u,1.46,4
ture,1,to,t u,1.46,4
hozzá,1,ho,h oʊ,1.485,42
amely,1,'m,ʌ m,1.485,24
mozg,1,mo,m oʊ,1.485,21
gyors,1,joe,dʒ oʊ,1.485,20
avat,1,of,ʌ v,1.485,10
kard,1,ca,k ʌ,1.485,9
kocsi,1,co,k oʊ,1.485,8
mozi,1,mo,m oʊ,1.485,8
korá,1,co,k oʊ,1.485,7
kore,1,co,k oʊ,1.485,5
hobbi,1,ho,h oʊ,1.485,4
hova,1,ho,h oʊ,1.485,4
hová,1,ho,h oʊ,1.485,4
okos,1,oak,oʊ k,1.485,4
fizet,1,fees,f i z,1.49,42
köszön,1,cos,k ɔ s,1.49,26
hideg,1,he'd,h i d,1.49,8
fizes,1,fees,f i z,1.49,4
szuper,1,soup,s u p,1.507,7
humor,1,whom,h u m,1.507,5
huzam,1,whose,h u z,1.507,5
ként,1,can't,k æ n t,1.52,79
alak,1,block,b l ɑ k,1.52,20
mentes,1,meant,m ɛ n t,1.52,11
play,1,plot,p l ɑ t,1.52,6
túlz,1,tells,t ɛ l z,1.52,5
oldal,1,old,oʊ l d,1.523,57
szabad,1,sub,s ʌ b,1.523,52
tanul,1,ton,t ʌ n,1.523,51
tanít,1,ton,t ʌ n,1.523,33
halál,1,hull,h ʌ l,1.523,29
halad,1,hull,h ʌ l,1.523,20
szakít,1,suck,s ʌ k,1.523,13
hangz,1,hung,h ʌ ŋ,1.523,12
szakad,1,suck,s ʌ k,1.523,12
modell,1,mode,m oʊ d,1.523,11
halott,1,hull,h ʌ l,1.523,7
homok,1,home,h oʊ m,1.523,7
japán,1,yup,j ʌ p,1.523,7
madar,1,mud,m ʌ d,1.523,7
szolgá,1,soul,s oʊ l,1.523,6
fakad,1,fuck,f ʌ k,1.523,4
madár,1,mud,m ʌ d,1.523,4
sodor,1,showed,ʃ oʊ d,1.523,4
szolga,1,soul,s oʊ l,1.523,4
jünk,1,you,j u,1.535,14
küzd,1,coup,k u,1.535,14
szüle,1,sue,s u,1.535,12
nünk,1,new,n u,1.535,11
sünk,1,shoe,ʃ u,1.535,10
sürg,1,shoe,ʃ u,1.535,5
zünk,1,zoo,z u,1.535,5
hülye,1,who,h u,1.535,4
hülyé,1,who,h u,1.535,4
külön,1,cool,k u l,1.557,10
szünet,1,soon,s u n,1.557,9
tünet,1,tune,t u n,1.557,8
külső,1,cool,k u l,1.557,5
boldog,1,bold,b oʊ l d,1.583,20
utol,1,stole,s t oʊ l,1.583,4
at,1,it,ɪ t,1.66,1348
es,1,'s,ɛ s,1.66,1030
ez,1,is,ɪ z,1.66,724
ott,1,all,ɔ l,1.66,706
os,1,all,ɔ l,1.66,682
ik,1,in,ɪ n,1.66,619
ak,1,on,ɑ n,1.66,515
ett,1,'s,ɛ s,1.66,462
ra,1,la,l ɑ,1.66,449
oz,1,is,ɪ z,1.66,435
om,1,all,ɔ l,1.66,356
al,1,on,ɑ n,1.66,347
er,1,'s,ɛ s,1.66,330
or,1,all,ɔ l,1.66,279
is,1,in,ɪ n,1.66,266
as,1,on,ɑ n,1.66,255
ve,1,v,v i,1.66,237
us,1,ash,æ ʃ,1.66,207
ul,1,all,ɔ l,1.66,200
od,1,all,ɔ l,1.66,180
va,1,v,v i,1.66,160
ött,1,own,oʊ n,1.66,148
ig,1,in,ɪ n,1.66,141
ebb,1,'s,ɛ s,1.66,135
ar,1,on,ɑ n,1.66,130
uk,1,oak,oʊ k,1.66,126
um,1,i'm,aɪ m,1.66,125
abb,1,on,ɑ n,1.66,118
ut,1,it,ɪ t,1.66,115
ös,1,own,oʊ n,1.66,96
eg,1,'s,ɛ s,1.66,94
isz,1,in,ɪ n,1.66,81
ir,1,in,ɪ n,1.66,77
osz,1,all,ɔ l,1.66,75
aj,1,on,ɑ n,1.66,73
og,1,all,ɔ l,1.66,67
ag,1,on,ɑ n,1.66,63
za,1,la,l ɑ,1.66,53
anyag,1,on,ɑ n,1.66,45
ugy,1,age,eɪ dʒ,1.66,42
ab,1,on,ɑ n,1.66,37
ep,1,up,ʌ p,1.66,37
ev,1,of,ʌ v,1.66,37
un,1,in,ɪ n,1.66,36
usz,1,us,ʌ s,1.66,30
ör,1,own,oʊ n,1.66,30
öz,1,is,ɪ z,1.66,25
edz,1,'s,ɛ s,1.66,24
ely,1,'s,ɛ s,1.66,24
oly,1,all,ɔ l,1.66,24
ze,1,z,z i,1.66,24
op,1,all,ɔ l,1.66,23
öm,1,i'm,aɪ m,1.66,22
ill,1,in,ɪ n,1.66,21
ip,1,in,ɪ n,1.66,21
af,1,on,ɑ n,1.66,20
ic,1,in,ɪ n,1.66,20
ah,1,on,ɑ n,1.66,19
agy,1,on,ɑ n,1.66,18
ec,1,'s,ɛ s,1.66,18
ily,1,in,ɪ n,1.66,17
öv,1,of,ʌ v,1.66,17
eb,1,'s,ɛ s,1.66,14
ac,1,on,ɑ n,1.66,13
ics,1,in,ɪ n,1.66,13
ov,1,of,ʌ v,1.66,13
alj,1,on,ɑ n,1.66,12
agg,1,on,ɑ n,1.66,11
co,1,law,l ɔ,1.66,11
igy,1,in,ɪ n,1.66,11
ib,1,in,ɪ n,1.66,10
acs,1,on,ɑ n,1.66,9
ob,1,all,ɔ l,1.66,9
obb,1,all,ɔ l,1.66,9
orr,1,all,ɔ l,1.66,9
ro,1,law,l ɔ,1.66,9
ogy,1,all,ɔ l,1.66,8
zsidó,1,z,z i,1.66,8
öd,1,own,oʊ n,1.66,8
ög,1,own,oʊ n,1.66,8
eh,1,'s,ɛ s,1.66,7
enny,1,'s,ɛ s,1.66,7
ud,1,i'd,aɪ d,1.66,7
össz,1,own,oʊ n,1.66,7
we,1,v,v i,1.66,6
ca,1,la,l ɑ,1.66,5
edzs,1,'s,ɛ s,1.66,5
ej,1,'s,ɛ s,1.66,5
go,1,law,l ɔ,1.66,5
ub,1,ab,æ b,1.66,5
öb,1,own,oʊ n,1.66,5
ih,1,in,ɪ n,1.66,4
odt,1,all,ɔ l,1.66,4
oss,1,all,ɔ l,1.66,4
wa,1,v,v i,1.66,4
ösz,1,us,ʌ s,1.66,4
listá,1,lift,l ɪ f t,1.67,16
fertő,1,felt,f ɛ l t,1.67,10
lista,1,lift,l ɪ f t,1.67,8
szerte,1,sent,s ɛ n t,1.67,5
sztori,1,stone,s t oʊ n,1.733,5
bronz,1,blown,b l oʊ n,1.733,4
ri,1,be,b i,1.735,23
ci,1,be,b i,1.735,20
bbi,1,be,b i,1.735,7
csi,1,be,b i,1.735,7
gi,1,be,b i,1.735,6
gu,1,to,t u,1.76,7
ru,1,to,t u,1.76,5
ül,1,all,ɔ l,1.785,355
ük,1,oak,oʊ k,1.785,124
ügy,1,age,eɪ dʒ,1.785,83
üt,1,it,ɪ t,1.785,41
nyolc,1,no,n oʊ,1.785,12
ün,1,in,ɪ n,1.785,12
üd,1,i'd,aɪ d,1.785,4
hető,1,gets,g ɛ t s,1.82,106
élet,1,flight,f l aɪ t,1.82,91
kezd,1,called,k ɔ l d,1.82,89
dolg,1,called,k ɔ l d,1.82,84
terv,1,tells,t ɛ l z,1.82,71
szerv,1,self,s ɛ l f,1.82,49
való,1,golf,g ɑ l f,1.82,49
nyelv,1,self,s ɛ l f,1.82,42
lgat,1,spot,s p ɑ t,1.82,41
gond,1,find,f aɪ n d,1.82,37
kedv,1,kent,k ɛ n t,1.82,32
jegyz,1,tells,t ɛ l z,1.82,31
perc,1,pets,p ɛ t s,1.82,31
fejl,1,felt,f ɛ l t,1.82,28
forg,1,fault,f ɔ l t,1.82,26
lelk,1,left,l ɛ f t,1.82,26
rajz,1,dogs,d ɑ g z,1.82,26
tkez,1,sketch,s k ɛ tʃ,1.82,25
édes,1,flesh,f l ɛ ʃ,1.82,23
veszt,1,left,l ɛ f t,1.82,22
galm,1,golf,g ɑ l f,1.82,21
plom,1,place,p l eɪ s,1.82,19
ünnep,1,step,s t ɛ p,1.82,19
j]=et,1,sweat,s w ɛ t,1.82,18
rejt,1,left,l ɛ f t,1.82,18
állat,1,spot,s p ɑ t,1.82,17
üzem,1,stem,s t ɛ m,1.82,16
krit,1,click,k l ɪ k,1.82,15
mező,1,meant,m ɛ n t,1.82,15
cert,1,left,l ɛ f t,1.82,14
friss,1,flip,f l ɪ p,1.82,14
prod,1,played,p l eɪ d,1.82,14
észak,1,stock,s t ɑ k,1.82,14
sejt,1,left,l ɛ f t,1.82,13
tetsz,1,tells,t ɛ l z,1.82,13
ápol,1,small,s m ɔ l,1.82,13
ügyel,1,smell,s m ɛ l,1.82,13
csnok,1,snake,s n eɪ k,1.82,12
hnol,1,small,s m ɔ l,1.82,12
kettő,1,kent,k ɛ n t,1.82,12
dket,1,scott,s k ɑ t,1.82,11
domb,1,dogs',d ɔ g z,1.82,11
kris,1,click,k l ɪ k,1.82,11
meccs,1,meant,m ɛ n t,1.82,11
sark,1,shots,ʃ ɑ t s,1.82,11
senyz,1,tells,t ɛ l z,1.82,11
terh,1,tells,t ɛ l z,1.82,11
term,1,tells,t ɛ l z,1.82,11
tran,1,twin,t w ɪ n,1.82,11
étel,1,still,s t ɪ l,1.82,11
mesé,1,meant,m ɛ n t,1.82,10
tető,1,gets,g ɛ t s,1.82,10
tron,1,twin,t w ɪ n,1.82,10
völgy,1,told,t oʊ l d,1.82,10
őleg,1,flesh,f l ɛ ʃ,1.82,10
bolyg,1,balls,b ɔ l z,1.82,9
cipő,1,tips,t ɪ p s,1.82,9
krisz,1,class,k l æ s,1.82,9
leány,1,left,l ɛ f t,1.82,9
spany,1,spot,s p ɑ t,1.82,9
